"AIRPORT_SEQ_ID","AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_COUNTRY_NAME","AIRPORT_STATE_NAME","AIRPORT_STATE_FIPS","CITY_MARKET_ID","DISPLAY_CITY_MARKET_NAME_FULL","LATITUDE","LONGITUDE","AIRPORT_IS_LATEST",
1000101,10001,"01A","Afognak Lake Airport","Afognak Lake, AK","United States","Alaska","02",30001,"Afognak Lake, AK",58.10944444,-152.90666667,1,
1000301,10003,"03A","Bear Creek Mining Strip","Granite Mountain, AK","United States","Alaska","02",30003,"Granite Mountain, AK",65.54805556,-161.07166667,1,
1000401,10004,"04A","Lik Mining Camp","Lik, AK","United States","Alaska","02",30004,"Lik, AK",68.08333333,-163.16666667,1,
1000501,10005,"05A","Little Squaw Airport","Little Squaw, AK","United States","Alaska","02",30005,"Little Squaw, AK",67.57000000,-148.18388889,1,
1000601,10006,"06A","Kizhuyak Bay","Kizhuyak, AK","United States","Alaska","02",30006,"Kizhuyak, AK",57.74527778,-152.88277778,1,
1000701,10007,"07A","Klawock Seaplane Base","Klawock, AK","United States","Alaska","02",30007,"Klawock, AK",55.55472222,-133.10166667,1,
1000801,10008,"08A","Elizabeth Island Airport","Elizabeth Island, AK","United States","Alaska","02",30008,"Elizabeth Island, AK",59.15694444,-151.82916667,1,
1000901,10009,"09A","Augustin Island","Homer, AK","United States","Alaska","02",30009,"Homer, AK",59.36277778,-153.43055556,1,
1001001,10010,"1B1","Columbia County","Hudson, NY","United States","New York","36",30010,"Hudson, NY",42.28888889,-73.71027778,0,
1001002,10010,"1B1","Columbia County","Hudson, NY","United States","New York","36",30010,"Hudson, NY",42.29138889,-73.71027778,1,
1001101,10011,"1G4","Grand Canyon West","Peach Springs, AZ","United States","Arizona","04",30011,"Peach Springs, AZ",35.99027778,-113.81638889,0,
1001102,10011,"1G4","Grand Canyon West","Peach Springs, AZ","United States","Arizona","04",30011,"Peach Springs, AZ",35.98611111,-113.81694444,1,
1001201,10012,"1N7","Blairstown Airport","Blairstown, NJ","United States","New Jersey","34",30012,"Blairstown, NJ",40.97111111,-74.99750000,1,
1001301,10013,"8F3","Crosbyton Municipal","Crosbyton, TX","United States","Texas","48",30013,"Crosbyton, TX",33.62388889,-101.24083333,1,
1001401,10014,"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK","United States","Alaska","02",31517,"Fairbanks, AK",64.36416667,-147.36138889,0,
1001402,10014,"A01","Blair Lake","Fairbanks/Ft. Wainwright, AK","United States","Alaska","02",31517,"Fairbanks, AK",64.36361111,-147.36388889,1,
1001501,10015,"A02","Deadmans Bay Airport","Deadmans Bay, AK","United States","Alaska","02",30015,"Deadmans Bay, AK",57.06666667,-153.93777778,1,
1001601,10016,"A03","Hallo Bay Airport","Hallo Bay, AK","United States","Alaska","02",30016,"Hallo Bay, AK",58.45750000,-154.02333333,1,
1001701,10017,"A04","Red Lake Airport","Red Lake, AK","United States","Alaska","02",30017,"Red Lake, AK",57.27722222,-154.34222222,1,
1001801,10018,"A05","Shell Lake Airport","Shell Lake, AK","United States","Alaska","02",30018,"Shell Lake, AK",61.96388889,-151.55583333,1,
1001901,10019,"A06","Navigator Airstrip","Kougarok, AK","United States","Alaska","02",30019,"Kougarok, AK",65.65555556,-165.35638889,1,
1002001,10020,"A07","Roland Norton Memorial Airstrip","Selawik, AK","United States","Alaska","02",30020,"Selawik, AK",66.76583333,-160.15250000,0,
1002002,10020,"A07","Roland Norton Memorial","Selawik, AK","United States","Alaska","02",30020,"Selawik, AK",66.76611111,-160.15277778,1,
1002101,10021,"A08","Pillar Bay Airport","Pillar Bay, AK","United States","Alaska","02",30021,"Pillar Bay, AK",56.59805556,-134.24277778,1,
1002201,10022,"JOH","Johnstone Point Airport","Johnstone Point, AK","United States","Alaska","02",30022,"Johnstone Point, AK",60.48138889,-146.58222222,0,
1002202,10022,"A09","Johnstone Point Airport","Johnstone Point, AK","United States","Alaska","02",30022,"Johnstone Point, AK",60.48222222,-146.58222222,0,
1002203,10022,"A09","Johnstone Point Airport","Johnstone Point, AK","United States","Alaska","02",30022,"Johnstone Point, AK",60.48166667,-146.58416667,1,
1002301,10023,"TLK","Tikchik Lodge Airport","Tikchik Lodge, AK","United States","Alaska","02",30023,"Tikchik Lodge, AK",59.95555556,-158.48055556,0,
1002302,10023,"KTH","Tikchik Lodge Airport","Tikchik Lodge, AK","United States","Alaska","02",30023,"Tikchik Lodge, AK",59.95555556,-158.48055556,1,
1002401,10024,"A11","Bell Creek Airport","Bell Creek, AK","United States","Alaska","02",30024,"Bell Creek, AK",60.78388889,-159.54027778,1,
1002501,10025,"A12","Cinnabar Airport","Cinnabar, AK","United States","Alaska","02",30025,"Cinnabar, AK",60.78527778,-158.86444444,1,
1002601,10026,"A13","Mountaintop Mine Airport","Mountaintop Mine, AK","United States","Alaska","02",30026,"Mountaintop Mine, AK",61.39027778,-157.99555556,1,
1002701,10027,"A14","Whitebear Airport","Whitebear, AK","United States","Alaska","02",30027,"Whitebear, AK",61.18888889,-159.85833333,1,
1002801,10028,"A15","Puviaq Airport","Puviaq, AK","United States","Alaska","02",30028,"Puviaq, AK",70.71861111,-154.38833333,0,
1002802,10028,"A15","Puviaq Airport","Puviaq, AK","United States","Alaska","02",30028,"Puviaq, AK",70.71555556,-154.40694444,1,
1002901,10029,"A16","Arley Lake Airport","Arley Lake, AK","United States","Alaska","02",30029,"Arley Lake, AK",70.74694444,-155.36083333,1,
1003001,10030,"A17","Port Vita Airport","Port Vita, AK","United States","Alaska","02",30030,"Port Vita, AK",58.06555556,-153.07250000,1,
1003101,10031,"A18","Kantishna Airport","Kantishna, AK","United States","Alaska","02",30031,"Kantishna, AK",63.54166667,-150.99388889,0,
1003102,10031,"A18","Kantishna Airport","Kantishna, AK","United States","Alaska","02",30031,"Kantishna, AK",63.54111111,-150.99500000,1,
1003301,10033,"A20","Alpine Airstrip","Alpine, AK","United States","Alaska","02",30033,"Alpine, AK",70.34416667,-150.94472222,1,
1003401,10034,"A21","Serpentine Airport","Serpentine, AK","United States","Alaska","02",30034,"Serpentine, AK",65.85138889,-164.70277778,1,
1003501,10035,"A22","Driftwood Bay Airport","Driftwood Bay, AK","United States","Alaska","02",30035,"Driftwood Bay, AK",53.97277778,-166.85694444,1,
1003601,10036,"A23","Bradley Lake Airport","Bradley Lake, AK","United States","Alaska","02",30036,"Bradley Lake, AK",59.77611111,-151.96361111,1,
1003701,10037,"A24","Chilkat Lake Airport","Chilkat Lake, AK","United States","Alaska","02",30037,"Chilkat Lake, AK",59.33166667,-135.89666667,1,
1003801,10038,"A25","Nugget Creek Airport","Nugget Creek, AK","United States","Alaska","02",30038,"Nugget Creek, AK",59.28833333,-136.17388889,1,
1003901,10039,"A26","Ivotuk Airstrip","Ivotuk, AK","United States","Alaska","02",30039,"Ivotuk, AK",68.48333333,-155.73333333,1,
1004001,10040,"A27","Pogo Mines Airport","Pogo Mines, AK","United States","Alaska","02",30040,"Pogo Mines, AK",64.44000000,-144.93638889,1,
1004101,10041,"A28","Ayakulik River Airport","Ayakulik River, AK","United States","Alaska","02",30041,"Ayakulik River, AK",57.25388889,-154.42222222,1,
1004201,10042,"A29","Kiluda Bay Airport","Kiluda Bay, AK","United States","Alaska","02",30042,"Kiluda Bay, AK",57.32305556,-153.14944444,1,
1004301,10043,"A30","Terror Lake Airport","Terror Lake, AK","United States","Alaska","02",30043,"Terror Lake, AK",57.96388889,-153.05833333,1,
1004401,10044,"A31","Selief Bay Airport","Selief Bay, AK","United States","Alaska","02",30044,"Selief Bay, AK",58.98277778,-153.18333333,1,
1004701,10047,"A34","Laura Lake Airport","Laura Lake, AK","United States","Alaska","02",30047,"Laura Lake, AK",58.36194444,-152.31222222,1,
1004901,10049,"A36","Deep Bay Airport","Deep Bay, AK","United States","Alaska","02",30049,"Deep Bay, AK",55.56027778,-131.65555556,1,
1005001,10050,"A37","Kako Airport","Kako, AK","United States","Alaska","02",30050,"Kako, AK",61.89888889,-161.43805556,0,
1005002,10050,"A37","Kako Airport","Kako, AK","United States","Alaska","02",30050,"Kako, AK",61.89888889,-161.43972222,1,
1005101,10051,"A38","Molly Creek Airport","Molly Creek, AK","United States","Alaska","02",30051,"Molly Creek, AK",64.09722222,-143.26666667,1,
1005201,10052,"A39","Ptarmigan Lake Airport","Ptarmigan Lake, AK","United States","Alaska","02",30052,"Ptarmigan Lake, AK",61.86611111,-141.15972222,1,
1005301,10053,"A40","Cape Simpson Airport","Cape Simpson, AK","United States","Alaska","02",30053,"Cape Simpson, AK",71.05694444,-154.72833333,1,
1005401,10054,"A41","Kogru River Airport","Kogru River, AK","United States","Alaska","02",30054,"Kogru River, AK",70.57611111,-152.27111111,0,
1005402,10054,"A41","Kogru River Airport","Kogru River, AK","United States","Alaska","02",30054,"Kogru River, AK",70.57472222,-152.25888889,1,
1005501,10055,"A42","Teshepkuk Lake Airport","Teshepkuk Lake, AK","United States","Alaska","02",30055,"Teshepkuk Lake, AK",70.35833333,-153.19666667,1,
1005601,10056,"A43","Trident Basin Seaplane Base","Kodiak Island, AK","United States","Alaska","02",30056,"Kodiak Island, AK",57.78083333,-152.39111111,1,
1005801,10058,"A45","Lake Florence Airport","Lake Florence, AK","United States","Alaska","02",30058,"Lake Florence, AK",57.81666667,-134.58333333,1,
1005901,10059,"A46","Lake Hasselborg Airport","Lake Hasselborg, AK","United States","Alaska","02",30059,"Lake Hasselborg, AK",57.70000000,-134.26666667,1,
1006001,10060,"A47","Distin Lake Airport","Distin Lake, AK","United States","Alaska","02",30060,"Distin Lake, AK",57.61666667,-134.36666667,1,
1006101,10061,"A48","Port Hobron Airport","Port Hobron, AK","United States","Alaska","02",30061,"Port Hobron, AK",57.15000000,-153.15000000,1,
1006201,10062,"A49","Mooseville Airstrip Airport","Mooseville Airstrip, AK","United States","Alaska","02",30062,"Mooseville Airstrip, AK",70.28444444,-152.21194444,1,
1006301,10063,"A50","Big Bay Airport","Big Bay, AK","United States","Alaska","02",30063,"Big Bay, AK",58.56250000,-152.59611111,1,
1006401,10064,"A51","Wien Lake Airport","Wien Lake, AK","United States","Alaska","02",30064,"Wien Lake, AK",64.35277778,-151.27500000,1,
1006501,10065,"A52","Silver Salmon Creek Airport","Silver Salmon Creek, AK","United States","Alaska","02",30065,"Silver Salmon Creek, AK",59.96388889,-152.68222222,1,
1006601,10066,"A53","Blear Lake Airport","Blear Lake, AK","United States","Alaska","02",30066,"Blear Lake, AK",64.33333333,-147.50000000,1,
1006701,10067,"A54","Cannery Bay Airport","Cannery Bay, AK","United States","Alaska","02",30067,"Cannery Bay, AK",53.68333333,-166.75000000,1,
1006901,10069,"A56","Johnsons Landing","Bear Lake, AK","United States","Alaska","02",30069,"Bear Lake, AK",56.03666667,-160.26611111,1,
1007001,10070,"VZK","International Seafoods Airport","International Seafoods, AK","United States","Alaska","02",36440,"International Seafoods, AK",58.26666667,-157.53333333,0,
1007002,10070,"A57","International Seafoods Airport","International Seafoods, AK","United States","Alaska","02",36440,"International Seafoods, AK",58.26666667,-157.53333333,1,
1007101,10071,"A58","Cosna River Airport","Cosna River, AK","United States","Alaska","02",30071,"Cosna River, AK",64.50000000,-151.66666667,1,
1007201,10072,"A59","Ivatuk Airport","Ivatuk, AK","United States","Alaska","02",30072,"Ivatuk, AK",68.48777778,-155.75750000,1,
1007401,10074,"A61","Cape Sarichef AFS","Cape Sarichef, AK","United States","Alaska","02",30074,"Cape Sarichef, AK",54.58333333,-164.91250000,0,
1007402,10074,"A61","Cape Sarichef Airport","Cape Sarichef, AK","United States","Alaska","02",30074,"Cape Sarichef, AK",54.58250000,-164.91444444,1,
1007501,10075,"A62","Taylor Mountain","Taylor Mountain Mine, AK","United States","Alaska","02",30075,"Taylor Mountain Mine, AK",60.86777778,-157.39194444,1,
1007601,10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","United States","Alaska","02",30076,"Yukon Charley Rivvers, AK",65.31111111,-143.13527778,0,
1007602,10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","United States","Alaska","02",30076,"Yukon Charley Rivvers, AK",65.31138889,-143.13555556,0,
1007603,10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","United States","Alaska","02",30076,"Yukon Charley Rivvers, AK",65.31166667,-143.13416667,1,
1007801,10078,"A65","Karluk Portage Airport","Karluk Portage, AK","United States","Alaska","02",30078,"Karluk Portage, AK",57.53833333,-154.16444444,1,
1007901,10079,"A66","Hope Airport","Hope, AK","United States","Alaska","02",30079,"Hope, AK",60.90555556,-149.62388889,0,
1007902,10079,"A66","Hope Airport","Hope, AK","United States","Alaska","02",30079,"Hope, AK",60.90416667,-149.62388889,0,
1007903,10079,"A66","Hope Airport","Hope, AK","United States","Alaska","02",30079,"Hope, AK",60.90722222,-149.62277778,1,
1008001,10080,"A67","Viekoda Bay Airport","Viekoda Bay, AK","United States","Alaska","02",30080,"Viekoda Bay, AK",57.84944444,-153.11527778,1,
1008201,10082,"A69","Cathedral Strip","Cold Bay, AK","United States","Alaska","02",30082,"Cold Bay, AK",55.74000000,-162.12527778,1,
1008301,10083,"A70","Village Islands Airport","Village Islands, AK","United States","Alaska","02",30083,"Village Islands, AK",57.77416667,-153.54472222,1,
1008401,10084,"A71","Bear Cove Farm","Homer, AK","United States","Alaska","02",30009,"Homer, AK",59.73833333,-151.03000000,1,
1008501,10085,"A72","Chinitna Bay Airport","Chinitna Bay, AK","United States","Alaska","02",30085,"Chinitna Bay, AK",59.83333333,-152.58472222,1,
1008601,10086,"A73","McKinley National Park","McKinley Park, AK","United States","Alaska","02",30086,"McKinley Park, AK",63.73250000,-148.91055556,1,
1008701,10087,"A74","Dog Fish Bay","Nanwalek, AK","United States","Alaska","02",32649,"Nanwalek, AK",59.24111111,-151.87722222,1,
1008801,10088,"A75","Malina Bay Airport","Malina Bay, AK","United States","Alaska","02",30088,"Malina Bay, AK",58.17194444,-152.89416667,1,
1008901,10089,"A76","Red Fox Bay Airport","Red Fox Bay, AK","United States","Alaska","02",30089,"Red Fox Bay, AK",58.46444444,-152.59305556,1,
1009001,10090,"A77","Shearwater Airport","Shearwater, AK","United States","Alaska","02",30090,"Shearwater, AK",57.34333333,-152.89722222,1,
1009101,10091,"A78","Lake","Cape Simpson, AK","United States","Alaska","02",30053,"Cape Simpson, AK",71.03000000,-154.44361111,1,
1009201,10092,"A79","Cape Simpson No. 1","Cape Simpson, AK","United States","Alaska","02",30053,"Cape Simpson, AK",71.50166667,-154.03388889,1,
1009301,10093,"A80","Cape Simpson No. 7","Cape Simpson, AK","United States","Alaska","02",30053,"Cape Simpson, AK",70.57388889,-155.32138889,1,
1009401,10094,"A81","Cape Simpson #1","Aglaq, AK","United States","Alaska","02",30094,"Aglaq, AK",70.66277778,-154.83666667,1,
1009501,10095,"A82","Nikiski Private Airstrip","Nikiski, AK","United States","Alaska","02",30095,"Nikiski, AK",60.69027778,-151.28888889,1,
1009601,10096,"A83","Petrof Point Airport","Petrof Point, AK","United States","Alaska","02",30096,"Petrof Point, AK",59.37638889,-150.76500000,1,
1009701,10097,"A84","Denali West Lodge Private","Denali, AK","United States","Alaska","02",30097,"Denali, AK",63.75555556,-147.93000000,1,
1009801,10098,"A85","Big River Airport","Big River, AK","United States","Alaska","02",30098,"Big River, AK",61.85944444,-154.27666667,1,
1010001,10100,"A87","Carry Inlet Airport","Carry Inlet, AK","United States","Alaska","02",30100,"Carry Inlet, AK",58.58305556,-152.44583333,1,
1010201,10102,"A89","Montague Island Airport","Montague Island, AK","United States","Alaska","02",30102,"Montague Island, AK",59.92500000,-147.51666667,1,
1010301,10103,"A90","Shannon Pond Airport","Shannon Pond, AK","United States","Alaska","02",30103,"Shannon Pond, AK",59.03916667,-158.46388889,1,
1010401,10104,"A91","Omalik Lagoon Airport","Omalik Lagoon, AK","United States","Alaska","02",30104,"Omalik Lagoon, AK",69.15555556,-163.49722222,1,
1010501,10105,"A92","Omolik Lagoon Airport","Omolik Lagoon, AK","United States","Alaska","02",30105,"Omolik Lagoon, AK",69.14805556,-163.51027778,1,
1010601,10106,"A93","Bradley Lake Project Airport","Bradley Lake Project, AK","United States","Alaska","02",30106,"Bradley Lake Project, AK",59.79166667,-151.26666667,1,
1010701,10107,"A94","Ice Strip","Barrow, AK","United States","Alaska","02",30107,"Barrow, AK",70.57416667,-155.31805556,1,
1010801,10108,"A95","Ice Strip","Barrow, AK","United States","Alaska","02",30107,"Barrow, AK",70.31194444,-153.24916667,1,
1010901,10109,"A96","Ice Strip","Barrow, AK","United States","Alaska","02",30107,"Barrow, AK",70.98083333,-157.09500000,1,
1011001,10110,"A97","Akulik Air Strip","Akulik, AK","United States","Alaska","02",30110,"Akulik, AK",68.98555556,-163.47972222,1,
1011101,10111,"A98","Deadfall Air Strip","Deadfall, AK","United States","Alaska","02",30111,"Deadfall, AK",69.17083333,-163.25638889,1,
1011201,10112,"A99","Eagle Creek Airport","Eagle Creek, AK","United States","Alaska","02",30112,"Eagle Creek, AK",68.67666667,-162.64694444,1,
1011301,10113,"AA1","Ice Kong","Bethel, AK","United States","Alaska","02",30113,"Bethel, AK",59.95277778,-162.61694444,1,
1011601,10116,"AA4","Glacier Split","Kachemak Bay, AK","United States","Alaska","02",30116,"Kachemak Bay, AK",59.63333333,-151.20833333,1,
1011701,10117,"AA5","Selby Lake Airport","Selby Lake, AK","United States","Alaska","02",30117,"Selby Lake, AK",66.95583333,-155.61500000,1,
1011801,10118,"AAA","Anaa Airport","Anaa, French Polynesia","French Polynesia","","",30118,"Anaa, French Polynesia",-17.35388889,-145.50972222,0,
1011802,10118,"AAA","Anaa Airport","Anaa, French Polynesia","French Polynesia","","",30118,"Anaa, French Polynesia",-17.35250000,-145.51000000,1,
1011901,10119,"AAB","Arrabury Station","Arrabury, Australia","Australia","","",30119,"Arrabury, Australia",-26.70000000,141.04166667,1,
1012001,10120,"AAC","El Arish International","El Arish, Egypt","Egypt","","",30120,"El Arish, Egypt",31.07638889,33.83333333,0,
1012002,10120,"AAC","El Arish International","El Arish, Egypt","Egypt","","",30120,"El Arish, Egypt",31.07333333,33.83583333,1,
1012101,10121,"AAE","Rabah Bitat","Annaba, Algeria","Algeria","","",30121,"Annaba, Algeria",36.82166667,7.81000000,0,
1012102,10121,"AAE","Rabah Bitat","Annaba, Algeria","Algeria","","",30121,"Annaba, Algeria",36.82222222,7.80944444,1,
1012201,10122,"AAF","Apalachicola Regional","Apalachicola, FL","United States","Florida","12",30122,"Apalachicola, FL",29.72750000,-85.02750000,0,
1012202,10122,"AAF","Apalachicola Regional Cleve Randolph Field","Apalachicola, FL","United States","Florida","12",30122,"Apalachicola, FL",29.72750000,-85.02750000,1,
1012301,10123,"AAH","Aachen/Merzbruck","Aachen, West Germany","West Germany","","",30123,"Aachen, West Germany",50.82305556,6.18611111,0,
1012302,10123,"AAH","Aachen/Merzbruck","Aachen, Germany","Germany","","",30123,"Aachen, Germany",50.82305556,6.18611111,0,
1012303,10123,"AAH","Aachen/Merzbruck","Aachen, Germany","Germany","","",30123,"Aachen, Germany",50.82305556,6.18750000,1,
1012401,10124,"AAI","Arraias Airport","Arraias, Brazil","Brazil","","",30124,"Arraias, Brazil",-12.91666667,-46.93333333,0,
1012402,10124,"AAI","Arraias Airport","Arraias, Brazil","Brazil","","",30124,"Arraias, Brazil",-13.02500000,-46.88416667,0,
1012403,10124,"AAI","Arraias Airport","Arraias, Brazil","Brazil","","",30124,"Arraias, Brazil",-13.02583333,-46.88361111,1,
1012501,10125,"AAL","Aalborg Airport","Aalborg, Denmark","Denmark","","",30125,"Aalborg, Denmark",57.09305556,9.85000000,0,
1012502,10125,"AAL","Aalborg Airport","Aalborg, Denmark","Denmark","","",30125,"Aalborg, Denmark",57.09277778,9.84916667,1,
1012601,10126,"AAM","Malamala","Mala Mala, South Africa","South Africa","","",30126,"Mala Mala, South Africa",-24.80833333,31.54166667,0,
1012602,10126,"AAM","Malamala","Mala Mala, South Africa","South Africa","","",30126,"Mala Mala, South Africa",-24.81694444,31.54416667,1,
1012701,10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","United Arab Emirates","","",30127,"Al Ain, United Arab Emirates",24.26166667,55.60916667,0,
1012702,10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","United Arab Emirates","","",30127,"Al Ain, United Arab Emirates",24.26194444,55.60750000,1,
1012801,10128,"AAO","Anaco Airport","Anaco, Venezuela","Venezuela","","",30128,"Anaco, Venezuela",9.43194444,-64.46388889,0,
1012802,10128,"AAO","Anaco Airport","Anaco, Venezuela","Venezuela","","",30128,"Anaco, Venezuela",9.43027778,-64.47083333,0,
1012803,10128,"AAO","Anaco Airport","Anaco, Venezuela","Venezuela","","",30128,"Anaco, Venezuela",9.43000000,-64.47083333,1,
1012901,10129,"AAQ","Vityazevo","Anapa, Russia","Russia","","",30129,"Anapa, Russia",44.90000000,37.31666667,0,
1012902,10129,"AAQ","Vityazevo","Anapa, Russia","Russia","","",30129,"Anapa, Russia",45.00222222,37.34722222,0,
1012903,10129,"AAQ","Anapa Airport","Anapa, Russia","Russia","","",30129,"Anapa, Russia",45.00222222,37.34722222,1,
1013001,10130,"AAR","Tirstrup","Aarhus, Denmark","Denmark","","",30130,"Aarhus, Denmark",56.31027778,10.61805556,0,
1013002,10130,"AAR","Tirstrup","Aarhus, Denmark","Denmark","","",30130,"Aarhus, Denmark",56.30388889,10.62000000,0,
1013003,10130,"AAR","Aarhus Airport","Aarhus, Denmark","Denmark","","",30130,"Aarhus, Denmark",56.30000000,10.61888889,1,
1013101,10131,"AAU","Asau W Sam","Asau, Samoa","Samoa","","",30131,"Asau, Samoa",-13.51666667,-172.65000000,1,
1013201,10132,"AAX","Araxa Airport","Araxa, Brazil","Brazil","","",30132,"Araxa, Brazil",-19.56805556,-46.92916667,0,
1013202,10132,"AAX","Araxa Airport","Araxa, Brazil","Brazil","","",30132,"Araxa, Brazil",-19.56333333,-46.96027778,1,
1013401,10134,"ABD","Abadan Airport","Abadan, Iran","Iran","","",30134,"Abadan, Iran",30.36611111,48.23222222,0,
1013402,10134,"ABD","Abadan Airport","Abadan, Iran","Iran","","",30134,"Abadan, Iran",30.36611111,48.23222222,0,
1013403,10134,"ABD","Abadan Airport","Abadan, Iran","Iran","","",30134,"Abadan, Iran",30.36527778,48.23305556,1,
1013501,10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","United States","Pennsylvania","42",30135,"Allentown/Bethlehem/Easton, PA",40.65472222,-75.43833333,0,
1013502,10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","United States","Pennsylvania","42",30135,"Allentown/Bethlehem/Easton, PA",40.65222222,-75.44027778,0,
1013503,10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","United States","Pennsylvania","42",30135,"Allentown/Bethlehem/Easton, PA",40.65222222,-75.44055556,1,
1013601,10136,"ABI","Abilene Regional","Abilene, TX","United States","Texas","48",30136,"Abilene, TX",32.40944444,-99.67972222,0,
1013602,10136,"ABI","Abilene Regional","Abilene, TX","United States","Texas","48",30136,"Abilene, TX",32.41111111,-99.68166667,0,
1013603,10136,"ABI","Abilene Regional","Abilene, TX","United States","Texas","48",30136,"Abilene, TX",32.41138889,-99.68194444,1,
1013701,10137,"ABJ","Abidjan Felix Houphouet Boigny International","Abidjan, Cote d'Ivoire","Cote d'Ivoire","","",30137,"Abidjan, Cote d'Ivoire",5.25555556,-3.92916667,0,
1013702,10137,"ABJ","Abidjan Felix Houphouet Boigny International","Abidjan, Cote d'Ivoire","Cote d'Ivoire","","",30137,"Abidjan, Cote d'Ivoire",5.26138889,-3.92583333,0,
1013703,10137,"ABJ","Felix Houphouet Boigny Abidjan","Abidjan, Cote d'Ivoire","Cote d'Ivoire","","",30137,"Abidjan, Cote d'Ivoire",5.26138889,-3.92583333,0,
1013704,10137,"ABJ","Felix Houphouet Boigny Abidjan International","Abidjan, Cote d'Ivoire","Cote d'Ivoire","","",30137,"Abidjan, Cote d'Ivoire",5.26138889,-3.92583333,1,
1013801,10138,"ABK","Kabri Dar Airport","Kabri Dar, Ethiopia","Ethiopia","","",30138,"Kabri Dar, Ethiopia",6.73388889,44.26611111,0,
1013802,10138,"ABK","Kebri Dahar","Kabri Dar, Ethiopia","Ethiopia","","",30138,"Kabri Dar, Ethiopia",6.73277778,44.24166667,0,
1013803,10138,"ABK","Kebri Dahar","Kabri Dar, Ethiopia","Ethiopia","","",30138,"Kabri Dar, Ethiopia",6.73277778,44.24138889,1,
1013901,10139,"ABL","Ambler River","Ambler, AK","United States","Alaska","02",30139,"Ambler, AK",67.08750000,-157.84583333,1,
1014001,10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","United States","New Mexico","35",30140,"Albuquerque, NM",35.04166667,-106.60638889,0,
1014002,10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","United States","New Mexico","35",30140,"Albuquerque, NM",35.04027778,-106.60916667,0,
1014003,10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","United States","New Mexico","35",30140,"Albuquerque, NM",35.03888889,-106.60833333,1,
1014101,10141,"ABR","Aberdeen Regional","Aberdeen, SD","United States","South Dakota","46",30141,"Aberdeen, SD",45.44972222,-98.42166667,0,
1014102,10141,"ABR","Aberdeen Regional","Aberdeen, SD","United States","South Dakota","46",30141,"Aberdeen, SD",45.44916667,-98.42194444,0,
1014103,10141,"ABR","Aberdeen Regional","Aberdeen, SD","United States","South Dakota","46",30141,"Aberdeen, SD",45.44833333,-98.42250000,1,
1014201,10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","Egypt","","",30142,"Abu Simbel, Egypt",22.37222222,31.61527778,0,
1014202,10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","Egypt","","",30142,"Abu Simbel, Egypt",22.37472222,31.60944444,0,
1014203,10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","Egypt","","",30142,"Abu Simbel, Egypt",22.37583333,31.61166667,1,
1014301,10143,"BBH","Al-Baha Airport","Al-Baha, Saudi Arabia","Saudi Arabia","","",30143,"Al-Baha, Saudi Arabia",20.29611111,41.63416667,0,
1014302,10143,"ABT","Al-Baha Airport","Al-Baha, Saudi Arabia","Saudi Arabia","","",30143,"Al-Baha, Saudi Arabia",20.29611111,41.63416667,0,
1014303,10143,"ABT","King Saud Bin Abdulaziz","Al-Baha, Saudi Arabia","Saudi Arabia","","",30143,"Al-Baha, Saudi Arabia",20.29611111,41.63416667,1,
1014401,10144,"ABV","Abuja Nnamdi Azikiwe International","Abuja, Nigeria","Nigeria","","",30144,"Abuja, Nigeria",9.00555556,7.26611111,0,
1014402,10144,"ABV","Abuja Nnamdi Azikiwe International","Abuja, Nigeria","Nigeria","","",30144,"Abuja, Nigeria",9.00666667,7.26305556,1,
1014501,10145,"ABX","Albury Airport","Albury, Australia","Australia","","",30145,"Albury, Australia",-36.06833333,146.97666667,0,
1014502,10145,"ABX","Albury Airport","Albury, Australia","Australia","","",30145,"Albury, Australia",-36.06777778,146.95805556,1,
1014601,10146,"ABY","Southwest Georgia Regional","Albany, GA","United States","Georgia","13",30146,"Albany, GA",31.53222222,-84.19611111,0,
1014602,10146,"ABY","Southwest Georgia Regional","Albany, GA","United States","Georgia","13",30146,"Albany, GA",31.53555556,-84.19444444,1,
1014701,10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","United Kingdom","","",30147,"Aberdeen, United Kingdom",57.20416667,-2.19861111,0,
1014702,10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","United Kingdom","","",30147,"Aberdeen, United Kingdom",57.20194444,-2.19777778,0,
